STUDYID,Theorystandardized_corrected,IVConstruct,IVVariableLabel,IVMean,IVSD,Stakeholdergroup,Stakeholdergroupsubcategory,PerformanceVariableLabel,PerformanceMean,PerformanceSD,PerformanceIVCorrelation,PerformanceIVCorrelation_corrected,Nofobs,Noffirms
dd96amj,Agency theory,Holidng company ownership,Holidng company,0.53,0.5,EMP,EMP3,Career opportunities,,,0.06,0.06,114,114
dd96amj,Agency theory,Holidng company ownership,Holidng company,0.53,0.5,EMP,EMP3,Job description,,,0.24,0.24,114,114
dd96amj,Agency theory,Holidng company ownership,Holidng company,0.53,0.5,EMP,EMP3,Job security,,,-0.2,-0.2,114,114
dd96amj,Agency theory,Holidng company ownership,Holidng company,0.53,0.5,EMP,EMP3,Profit sharing,,,-0.22,-0.22,114,114
dd96amj,Agency theory,Holidng company ownership,Holidng company,0.53,0.5,EMP,EMP3,Training,,,0.11,0.11,114,114
dd96amj,Agency theory,Holidng company ownership,Holidng company,0.53,0.5,INV,INV1,ROA,,,0.04,0.04,114,114
dd96amj,Agency theory,Holidng company ownership,Holidng company,0.53,0.5,INV,INV2,ROE,,,0.2,0.2,114,114
dd96amj,Resource-based view,Age,Age,66.53,39.27,CUS,CUS4,Innovation,,,0.12,0.12,114,114
dd96amj,Resource-based view,Firm age,Age,66.53,39.27,CUS,CUS4,Innovation,,,0.12,0.12,114,114
dd96amj,Resource-based view,Firm size,Firm size,12.1,1.28,CUS,CUS4,Innovation,,,0.27,0.27,114,114
dd96amj,Resource-based view,Firm age,Age,66.53,39.27,EMP,EMP1,Participation,,,0.12,0.12,114,114
dd96amj,Resource-based view,Firm size,Firm size,12.1,1.28,EMP,EMP1,Participation,,,-0.08,-0.08,114,114
dd96amj,Resource-based view,Age,Age,66.53,39.27,EMP,EMP3,Career opportunities,,,0.12,0.12,114,114
dd96amj,Resource-based view,Age,Age,66.53,39.27,EMP,EMP3,Profit sharing,,,-0.07,-0.07,114,114
dd96amj,Resource-based view,Firm age,Age,66.53,39.27,EMP,EMP3,Career opportunities,,,0.12,0.12,114,114
dd96amj,Resource-based view,Firm age,Firm age,66.53,39.27,EMP,EMP3,Job descriptions,,,0.07,0.07,114,114
dd96amj,Resource-based view,Firm size,Firm size,12.1,1.28,EMP,EMP3,Career opportunities,,,0.11,0.11,114,114
dd96amj,Resource-based view,Firm size,Firm size,12.1,1.28,EMP,EMP3,Job descriptions,,,0.24,0.24,114,114
dd96amj,Resource-based view,Firm size,Firm size,12.1,1.28,EMP,EMP3,Job security,,,-0.31,-0.31,114,114
dd96amj,Resource-based view,Firm size,Firm size,12.1,1.28,EMP,EMP3,Profit sharing,,,-0.14,-0.14,114,114
dd96amj,Resource-based view,Firm size,Firm size,12.1,1.28,EMP,EMP3,Training,,,0.09,0.09,114,114
dd96amj,Resource-based view,Age,Age,66.53,39.27,INV,INV1,ROA,,,0.12,0.12,114,114
dd96amj,Resource-based view,Firm age,Age,66.53,39.27,INV,INV1,ROA,,,0.12,0.12,114,114
dd96amj,Resource-based view,Age,Age,66.53,39.27,INV,INV2,ROE,,,0.12,0.12,114,114
dd96amj,Resource-based view,Firm age,Age,66.53,39.27,INV,INV2,ROE,,,0.12,0.12,114,114
dhy00ms,Resource-based view,Advertising intensity,ADV,0.02,0.04,INV,INV2,Tobin's Q,,,0.429,0.429,356,89
dhy00ms,Resource-based view,R&D intensity,R&D,0.04,0.04,INV,INV2,Tobin's Q,,,0.4643,0.4643,356,89
dhy00ms,Resource-based view,multinationality,,0.33,0.15,INV,INV2,Tobin's Q,,,0.0953,0.0953,356,89
dj01amj,Agency theory,Organizational structure ,Organization ownership,1.86,0.35,CUS,CUS4,TQM Practices,3.55,0.62,-0.12,-0.12,229,193
dj01amj,Agency theory,Organizational structure ,Organization ownership,1.86,0.35,INV,INV3,Industry-expert -rated performance,93.11,4.26,-0.25,-0.25,229,193
dj01amj,Agency theory,Organizational structure ,Organization ownership,1.86,0.35,INV,INV3,Perceived financial performance,3.59,0.66,-0.18,-0.18,229,193
dj01amj,Total quality management theory,Control in its structure,Structural control,13.02,2.94,CUS,CUS4,TQM Practices,3.55,0.62,0.05,0.05,229,193
dj01amj,Total quality management theory,Exploration in it's structure,Structural exploration,9.69,2.24,CUS,CUS4,TQM Practices,3.55,0.62,0.54,0.54,229,193
dj01amj,Total quality management theory,Control in its structure,Structural control,13.02,2.94,INV,INV3,Industry-expert -rated performance,93.11,4.26,-0.17,-0.17,229,193
dj01amj,Total quality management theory,Control in its structure,Structural control,13.02,2.94,INV,INV3,Perceived financial performance,3.59,0.66,0.03,0.03,229,193
dj01amj,Total quality management theory,Exploration in it's structure,Structural exploration,9.69,2.24,INV,INV3,Industry-expert -rated performance,93.11,4.26,0.09,0.09,229,193
dj01amj,Total quality management theory,Exploration in it's structure,Structural exploration,9.69,2.24,INV,INV3,Perceived financial performance,3.59,0.66,0.27,0.27,229,193
dtba07jap,Agency theory,Managerial Modes of Influence ,Managerial oversight,0.06,0.02,CUS,CUS2,Customer satisfaction,59.19,7.44,0.02,0.02,265,1
dtba07jap,Contingency theory,New store opening,Store open less than 1 year,0.04,0.2,CUS,CUS2,Customer satisfaction,59.19,7.44,0.01,0.01,265,1
dtba07jap,Resource-based view,Managerial Modes of Influence ,Managerial oversight,0.06,0.02,EMP,EMP1,Employee turnover,14.29,6.02,0.04,-0.04,265,1
dtba07jap,Resource-based view,Managerial Modes of Influence ,Managerial oversight,0.06,0.02,EMP,EMP1,Management turnover,2.24,6.88,0.01,-0.01,265,1
dtba07jap,Resource-based view,Managerial Modes of Influence ,Managerial oversight,0.06,0.02,EMP,EMP3,Abusive supervision,1.44,0.24,-0.11,0.11,265,1
dtba07jap,Resource-based view,Managerial Modes of Influence ,Managerial oversight,0.06,0.02,EMP,EMP3,Employee training,96.15,5.93,0.08,0.08,265,1
dtba07jap,Resource-based view,Managerial Modes of Influence ,Managerial oversight,0.06,0.02,EMP,EMP3,Ethical leadership,3.93,0.33,0.06,0.06,265,1
dtba07jap,Resource-based view,Managerial Modes of Influence ,Managerial oversight,0.06,0.02,EMP,EMP3,Pay fairness,2.77,0.37,0.05,0.05,265,1
dtba07jap,Resource-based view,Managerial Modes of Influence ,Managerial oversight,0.06,0.02,INV,INV1,Food loss,67.28,71.24,-0.22,0.22,265,1
dtba07jap,Resource-based view,Managerial Modes of Influence ,Managerial oversight,0.06,0.02,INV,INV1,Operating profit,27.97,5.75,-0.14,-0.14,265,1
dtba07jap,Social exchange theory,Service employee tenure,Service employee tenure,0.56,0.32,CUS,CUS2,Customer satisfaction,59.19,7.44,0.2,0.2,265,1
dtba07jap,Social exchange theory,Service employee tenure,Service employee tenure,0.56,0.32,EMP,EMP1,Employee turnover,14.29,6.02,-0.19,0.19,265,1
dtba07jap,Social exchange theory,Service employee tenure,Service employee tenure,0.56,0.32,EMP,EMP1,Management turnover,2.24,6.88,0,0,265,1
dtba07jap,Social exchange theory,Organizational Commitment,Production Employee Tenure,0.73,0.42,EMP,EMP3,Abusive supervision,1.44,0.24,0.05,-0.05,265,1
dtba07jap,Social exchange theory,Organizational Commitment,Production Employee Tenure,0.73,0.42,EMP,EMP3,Ethical leadership,3.93,0.33,-0.08,-0.08,265,1
dtba07jap,Social exchange theory,Organizational Commitment,Production Employee Tenure,0.73,0.42,EMP,EMP3,Pay fairness,2.77,0.37,-0.11,-0.11,265,1
dtba07jap,Social exchange theory,Organizational Commitment,Service Employee Tenure,0.56,0.32,EMP,EMP3,Ethical leadership,3.93,0.33,-0.14,-0.14,265,1
dtba07jap,Social exchange theory,Organizational Commitment,Service Employee Tenure,0.56,0.32,EMP,EMP3,Pay fairness,2.77,0.37,-0.16,-0.16,265,1
dtba07jap,Social exchange theory,Service employee tenure,Service employee tenure,0.56,0.32,EMP,EMP3,Abusive supervision,1.44,0.24,0.07,-0.07,265,1
dtba07jap,Social exchange theory,Service employee tenure,Service employee tenure,0.56,0.32,EMP,EMP3,Employee training,96.15,5.93,0.12,0.12,265,1
dtba07jap,Social exchange theory,Organizational Commitment,Production Employee Tenure,0.73,0.42,INV,INV1,Food loss,67.28,71.24,0.08,-0.08,265,1
dtba07jap,Social exchange theory,Organizational Commitment,Production Employee Tenure,0.73,0.42,INV,INV1,Operating profit,27.97,5.75,0.15,0.15,265,1
dtba07jap,Social exchange theory,Organizational Commitment,Service Employee Tenure,0.56,0.32,INV,INV1,Food loss,67.28,71.24,-0.03,0.03,265,1
dtba07jap,Social exchange theory,Organizational Commitment,Service Employee Tenure,0.56,0.32,INV,INV1,Operating profit,27.97,5.75,0.25,0.25,265,1
dtba07jap,Social exchange theory,Service employee tenure,Service employee tenure,0.56,0.32,INV,INV1,Food loss,67.28,71.24,-0.03,0.03,265,1
ekks05smj,Resource-based view,Client-specific capabilities,Customer type,0.159,0.367,CUS,CUS4,Process defects,0.63,1.98,-0.117,0.117,138,138
ekks05smj,Resource-based view,Client-specific capabilities,Customer type,0.159,0.367,CUS,CUS4,Schedule slippage,0.018,0.093,0.087,-0.087,138,138
ekks05smj,Resource-based view,Project management capabilities,Effort overrun,0.05,1.174,CUS,CUS4,Process defects,0.63,1.98,0.115,-0.115,138,138
ekks05smj,Resource-based view,Project management capabilities,Effort overrun,0.05,1.174,CUS,CUS4,Schedule slippage,0.018,0.093,-0.142,0.142,138,138
ekks05smj,Resource-based view,Client-specific capabilities,Customer type,0.159,0.367,INV,INV1,Log (Contribution),4.875,1.314,0.1,0.1,138,138
ekks05smj,Resource-based view,Project management capabilities,Effort overrun,0.05,1.174,INV,INV1,Log (Contribution),4.875,1.314,-0.077,-0.077,138,138
fcwz15jcp,Contingency theory,Market contingency: competitive intensity ,CI,5.016,1.005,INV,INV3,Financial Perfprmance,4.998,0.919,0.252,0.252,214,214
fcwz15jcp,Institutional theory,Firm Size,Firn size,5.715,1.572,INV,INV1,Financial Performance,,,0.12,0.12,214,214
fcwz15jcp,Institutional theory,Firm Size,Firn size,5.715,1.572,SOC,SOC3,Enviromental Management Systems,,,0.179,0.179,214,214
fcwz15jcp,Resource-based view,Firm age,Firm age,2.446,0.787,CUS,CUS4,Firm innovativeness,,,0.04,0.04,214,214
fcwz15jcp,Resource-based view,Firm Size,Firm size,5.715,1.572,CUS,CUS4,Firm innovativeness,,,0.215,0.215,214,214
fcwz15jcp,Resource-based view,Market turbulence,,3.659,1.303,CUS,CUS4,Firm innovativeness,,,0.108,0.108,214,214
fcwz15jcp,Resource-based view,Firm age,Firm age,2.446,0.787,INV,INV3,Financial Perfprmance,4.998,0.919,0.126,0.126,214,214
fcwz15jcp,Resource-based view,Firm age,Firm age,2.446,0.787,INV,INV3,Financial Perfprmance,4.998,0.919,0.126,0.126,214,214
fcwz15jcp,Resource-based view,Market turbulence,,3.659,1.303,INV,INV3,Financial Perfprmance,4.998,0.919,0.146,0.146,214,214
fcwz15jcp,Resource-based view,Firm age,Firm age,2.446,0.787,SOC,SOC3,Enviromental Management Systems,,,0.056,0.056,214,214
fcwz15jcp,Resource-based view,Market turbulence,,3.659,1.303,SOC,SOC3,Enviromental Management Systems,,,-0.017,-0.017,214,214
fo05jom,Resource-based view,Firm age,Firm age,68.76,42.05,CUS,CUS4,Innovativeness,6.2,0.96,-0.01,-0.01,782,347
fo05jom,Resource-based view,Firm age,Firm age,68.76,42.05,CUS,CUS4,Product quality,6.83,0.86,0.15,0.15,782,347
fo05jom,Resource-based view,Firm size,Sales,-0.18,0.72,CUS,CUS4,Innovativeness,6.2,0.96,0.33,0.33,782,347
fo05jom,Resource-based view,Firm size,Sales,-0.18,0.72,CUS,CUS4,Product quality,6.83,0.86,0.29,0.29,782,347
fo05jom,Resource-based view,Firm age,Firm age,68.76,42.05,EMP,EMP3,Develop/keep people,6.27,0.95,0.08,0.08,782,347
fo05jom,Resource-based view,Firm age,Firm age,68.76,42.05,EMP,EMP3,Layoff,0.09,0.29,0.04,-0.04,782,347
fo05jom,Resource-based view,Firm size,Sales,-0.18,0.72,EMP,EMP3,Develop/keep people,6.27,0.95,0.39,0.39,782,347
fo05jom,Resource-based view,Firm size,Sales,-0.18,0.72,EMP,EMP3,Layoff,0.09,0.29,0.17,-0.17,782,347
fo05jom,Resource-based view,Firm age,Firm age,68.76,42.05,INV,INV1,ROA,0.22,6.21,0.05,0.05,782,347
fo05jom,Resource-based view,Firm size,Sales,-0.18,0.72,INV,INV1,ROA,0.22,6.21,0.04,0.04,782,347
fo05jom,Resource-based view,Firm age,Firm age,68.76,42.05,SOC,SOC5,Community/environment,6.11,0.81,0.22,0.22,782,347
fo05jom,Resource-based view,Firm size,Sales,-0.18,0.72,SOC,SOC5,Community/environment,6.11,0.81,0.36,0.36,782,347
fs90amj,Resource-based view,Advertising ,Advertising,0.03,0.03,CUS,CUS3,Favorability,0.87,0.18,0.03,0.03,154,154
fs90amj,Resource-based view,Advertising ,Advertising,0.03,0.03,CUS,CUS3,Visibility,0.02,0.01,-0.03,-0.03,154,154
fs90amj,Resource-based view,Advertising intensity,Foundation ,0.74,0.47,CUS,CUS3,Reputation,6.33,0.9,0.17,0.17,154,154
fs90amj,Resource-based view,Advertising ,Advertising,0.03,0.03,INV,INV1,Profitability,0.1,0.08,0.2,0.2,154,154
fs90amj,Resource-based view,Advertising ,Advertising,0.03,0.03,INV,INV1,Yield,0.35,0.16,0.12,0.12,154,154
fs90amj,Resource-based view,Diversification posture,Diversification,0.47,0.25,INV,INV1,Profitability,0.1,0.08,-0.15,-0.15,154,154
fs90amj,Resource-based view,Diversification posture,Diversification,0.47,0.25,INV,INV1,Yield,0.35,0.16,0.29,0.29,154,154
fs90amj,Resource-based view,Advertising ,Advertising,0.03,0.03,INV,INV2,Market-book ratio,1.76,0.95,0.16,0.16,154,154
fs90amj,Resource-based view,Diversification posture,Diversification,0.47,0.25,INV,INV2,Market-book ratio,1.76,0.95,0.02,0.02,154,154
fs90amj,Resource-based view,Advertising ,Advertising,0.03,0.03,SOC,SOC2,Charity,0.01,0.01,0.15,0.15,154,154
fs90amj,Resource-based view,Diversification posture,Diversification,0.47,0.25,SOC,SOC2,Charity,0.01,0.01,0.04,0.04,154,154
fs90amj,Signaling theory,Advertising ,Advertising,0.03,0.03,CUS,CUS3,Reputation,6.33,0.9,0.27,0.27,154,154
fs90amj,Signaling theory,Diversification posture,Diversification,0.47,0.25,CUS,CUS3,Favorability,0.87,0.18,0.04,0.04,154,154
fs90amj,Signaling theory,Diversification posture,Diversification,0.47,0.25,CUS,CUS3,Reputation,6.33,0.9,-0.24,-0.24,154,154
fs90amj,Signaling theory,Diversification posture,Diversification,0.47,0.25,CUS,CUS3,Visibility,0.02,0.01,-0.06,-0.06,154,154
fs90amj,Signaling theory,Institutional ownership,Insitutional ownership,0.28,0.08,CUS,CUS3,Favorability,0.87,0.18,0.16,0.16,154,154
fs90amj,Signaling theory,Institutional ownership,Insitutional ownership,0.28,0.08,CUS,CUS3,Reputation,6.33,0.9,0.24,0.24,154,154
fs90amj,Signaling theory,Institutional ownership,Insitutional ownership,0.28,0.08,CUS,CUS3,Visibility,0.02,0.01,0.02,0.02,154,154
fs90amj,Signaling theory,Accounting risk,Risk,0.09,0.65,CUS,CUS3,Favorability,0.87,0.18,-0.05,-0.05,154,154
fs90amj,Signaling theory,Accounting risk,Risk,0.09,0.65,CUS,CUS3,Reputation,6.33,0.09,-0.39,-0.39,154,154
fs90amj,Signaling theory,Accounting risk,Risk,0.09,0.65,CUS,CUS3,Visibility,0.02,0.01,0.07,0.07,154,154
fs90amj,Signaling theory,Size,Size,8.31,0.9,CUS,CUS3,Favorability,0.87,0.18,0.11,0.11,154,154
fs90amj,Signaling theory,Size,Size,8.31,0.9,CUS,CUS3,Reputation,6.33,0.9,0.22,0.22,154,154
fs90amj,Signaling theory,Size,Size,8.31,0.9,CUS,CUS3,Visibility,0.02,0.01,-0.18,-0.18,154,154
fs90amj,Signaling theory,Institutional ownership,Insitutional ownership,0.28,0.08,INV,INV1,Profitability,0.1,0.08,0.12,0.12,154,154
fs90amj,Signaling theory,Institutional ownership,Insitutional ownership,0.28,0.08,INV,INV1,Yield,0.35,0.16,-0.07,-0.07,154,154
fs90amj,Signaling theory,Accounting risk,Risk,0.09,0.65,INV,INV1,Profitability,0.1,0.08,0.12,0.12,154,154
fs90amj,Signaling theory,Accounting risk,Risk,0.09,0.65,INV,INV1,Yield,0.35,0.16,-0.2,-0.2,154,154
fs90amj,Signaling theory,Size,Size,8.31,0.9,INV,INV1,Profitability,0.1,0.08,0.05,0.05,154,154
fs90amj,Signaling theory,Size,Size,8.31,0.9,INV,INV1,Yield,0.35,0.16,0.28,0.28,154,154
fs90amj,Signaling theory,Institutional ownership,Insitutional ownership,0.28,0.08,INV,INV2,Market-book ratio,1.76,0.95,0.05,0.05,154,154
fs90amj,Signaling theory,Accounting risk,Risk,0.09,0.65,INV,INV2,Market-book ratio,1.76,0.95,-0.26,-0.26,154,154
fs90amj,Signaling theory,Size,Size,8.31,0.9,INV,INV2,Market-book ratio,1.76,0.95,-0.05,-0.05,154,154
fs90amj,Signaling theory,Institutional ownership,Insitutional ownership,0.28,0.08,SOC,SOC2,Charity,0.01,0.01,0.09,0.09,154,154
fs90amj,Signaling theory,Accounting risk,Risk,0.09,0.65,SOC,SOC2,Charity,0.01,0.01,-0.01,-0.01,154,154
fs90amj,Signaling theory,Size,Size,8.31,0.9,SOC,SOC2,Charity,0.01,0.01,0.03,0.03,154,154
g03ijhrm,Resource-based view,Firm age,Age,2.3,0.75,EMP,EMP1,Commitment,4.6,1,0.23,0.23,188,188
g03ijhrm,Resource-based view,Firm age,Age,2.3,0.75,EMP,EMP1,Effort,5.5,0.88,0.06,0.06,188,188
g03ijhrm,Resource-based view,Firm age,Age,2.3,0.75,EMP,EMP1,Intent to remain,4.1,2,0.04,0.04,188,188
g03ijhrm,Resource-based view,Firm age,Age,2.3,0.75,EMP,EMP1,Interpersonal trust,5.4,1.2,0.13,0.13,188,188
g03ijhrm,Resource-based view,Firm age,Age,2.3,0.75,EMP,EMP1,Systems trust,4,1.4,0.03,0.03,188,188
g03ijhrm,Resource-based view,Firm age,Age,2.3,0.75,EMP,EMP2,Satisfaction,4.2,1.7,0.04,0.04,188,188
g03ijhrm,Resource-based view,Firm age,Age,2.3,0.75,EMP,EMP3,HR practices,35.5,10.4,0.13,0.13,188,188
g03ijhrm,Resource-based view,Organizational size,Size of department,535,265.2,EMP,EMP3,HR practices,35.5,10.4,-0.06,-0.06,188,188
g03ijhrm,Resource-based view,Firm age,Age,2.3,0.75,INV,INV3,Organizational performance,4.6,1.4,0.13,0.13,188,188
g03ijhrm,Social exchange theory,HR practices,HR practices,35.5,10.4,EMP,EMP1,Commitment,4.6,1,0.5,0.5,188,188
g03ijhrm,Social exchange theory,HR practices,HR practices,35.5,10.4,EMP,EMP1,Effort,5.5,0.88,0.35,0.35,188,188
g03ijhrm,Social exchange theory,HR practices,HR practices,35.5,10.4,EMP,EMP1,Intent to remain,4.1,2,0.36,0.36,188,188
g03ijhrm,Social exchange theory,Interpersonal trust,Interpersonal trust,5.4,1.2,EMP,EMP1,Commitment,4.6,1,0.42,0.42,188,188
g03ijhrm,Social exchange theory,Interpersonal trust,Interpersonal trust,5.4,1.2,EMP,EMP1,Effort,5.5,0.88,0.17,0.17,188,188
g03ijhrm,Social exchange theory,Interpersonal trust,Interpersonal trust,5.4,1.2,EMP,EMP1,Intent to remain,4.1,2,0.24,0.24,188,188
g03ijhrm,Social exchange theory,Length of service,Length of service,7.6,7.11,EMP,EMP1,Commitment,4.6,1,-0.03,-0.03,188,188
g03ijhrm,Social exchange theory,Length of service,Length of service,7.6,7.11,EMP,EMP1,Effort,5.5,0.88,-0.09,-0.09,188,188
g03ijhrm,Social exchange theory,Length of service,Length of service,7.6,7.11,EMP,EMP1,Intent to remain,4.1,2,0.1,0.1,188,188
g03ijhrm,Social exchange theory,Length of service,Length of service,7.6,7.11,EMP,EMP1,Interpersonal trust,5.4,1.2,-0.1,-0.1,188,188
g03ijhrm,Social exchange theory,Length of service,Length of service,7.6,7.11,EMP,EMP1,Systems trust,4,1.4,-0.05,-0.05,188,188
g03ijhrm,Social exchange theory,Organizational size,Size of department,535,265.2,EMP,EMP1,Commitment,4.6,1,-0.15,-0.15,188,188
g03ijhrm,Social exchange theory,Organizational size,Size of department,535,265.2,EMP,EMP1,Effort,5.5,0.88,0,0,188,188
g03ijhrm,Social exchange theory,Organizational size,Size of department,535,265.2,EMP,EMP1,Intent to remain,4.1,2,-0.08,-0.08,188,188
g03ijhrm,Social exchange theory,Organizational size,Size of department,535,265.2,EMP,EMP1,Interpersonal trust,5.4,1.2,-0.25,-0.25,188,188
g03ijhrm,Social exchange theory,Organizational size,Size of department,535,265.2,EMP,EMP1,Systems trust,4,1.4,-0.29,-0.29,188,188
g03ijhrm,Social exchange theory,System trust,System trust,4,1.4,EMP,EMP1,Commitment,4.6,1,0.65,0.65,188,188
g03ijhrm,Social exchange theory,System trust,System trust,4,1.4,EMP,EMP1,Effort,5.5,0.88,0.29,0.29,188,188
g03ijhrm,Social exchange theory,System trust,System trust,4,1.4,EMP,EMP1,Intent to remain,4.1,2,0.46,0.46,188,188
g03ijhrm,Social exchange theory,HR practices,HR practices,35.5,10.4,EMP,EMP2,Satisfaction,4.2,1.7,0.49,0.49,188,188
g03ijhrm,Social exchange theory,Interpersonal trust,Interpersonal trust,5.4,1.2,EMP,EMP2,Satisfaction,4.2,1.7,0.29,0.29,188,188
g03ijhrm,Social exchange theory,Length of service,Length of service,7.6,7.11,EMP,EMP2,Satisfaction,4.2,1.7,0.01,0.01,188,188
g03ijhrm,Social exchange theory,Organizational size,Size of department,535,265.2,EMP,EMP2,Satisfaction,4.2,1.7,-0.18,-0.18,188,188
g03ijhrm,Social exchange theory,System trust,System trust,4,1.4,EMP,EMP2,Satisfaction,4.2,1.7,0.65,0.65,188,188
g03ijhrm,Social exchange theory,Length of service,Length of service,7.6,7.11,EMP,EMP3,HR practices,35.5,10.4,-0.02,-0.02,188,188
g03ijhrm,Social exchange theory,HR practices,HR practices,35.5,10.4,INV,INV3,Organizational performance,4.6,1.4,0.51,0.51,188,188
g03ijhrm,Social exchange theory,Interpersonal trust,Interpersonal trust,5.4,1.2,INV,INV3,Organizational performance,4.6,1.4,0.46,0.46,188,188
g03ijhrm,Social exchange theory,Length of service,Length of service,7.6,7.11,INV,INV3,Organizational performance,4.6,1.4,-0.09,-0.09,188,188
g03ijhrm,Social exchange theory,Organizational size,Size of department,535,265.2,INV,INV3,Organizational performance,4.6,1.4,-0.36,-0.36,188,188
